Intent,Query,Response
sakec.agent.update.link.908,Admission Form for SE/TE/ BE (2020-21) ,https://www.shahandanchor.com/home/admission-form-for-se-te-be-2020-21/
sakec.agent.update.link.909,Digital India AatmaNirbhar Bharat Innovate Challenge ,https://www.shahandanchor.com/home/digital-india-aatmanirbhar-bharat-innovate-challenge/
sakec.agent.update.link.910,"Online Certificate Course on ""Geospatial Inputs for Enabling Master Plan Formulation"" ",https://www.shahandanchor.com/home/online-certificate-course-on-geospatial-inputs-for-enabling-master-plan-formulation/
sakec.agent.update.link.911,Admission Form for SE/TE/ BE (2020-21) ,https://www.shahandanchor.com/home/extra/
sakec.agent.update.link.912,"Future Opportunities with the Degree from Monash University, Australia ",https://www.shahandanchor.com/home/sakec-monash/
sakec.agent.update.link.913,Infrastructure ,https://www.shahandanchor.com/home/infrastructure-2/
sakec.agent.update.link.914,Practice to Perfect: SAKEC Training and Placement cell Virtual Training Series ,https://www.shahandanchor.com/home/practice-to-perfect-sakec-training-and-placement-cell-virtual-training-series/
sakec.agent.update.link.915,E-Cell Orientation Program ,https://www.shahandanchor.com/home/e-cell-orientation-program/
sakec.agent.update.link.916,"""Practice to Perfect"" schedule for Training Week 1 ",https://www.shahandanchor.com/home/practice-to-perfect-schedule-for-training-week-1/
sakec.agent.update.link.917,Success Story of SAKEC International Webinar Series 10 ,https://www.shahandanchor.com/home/success-story-of-sakec-international-webinar-series-1-0/
sakec.agent.update.link.918,Enquiry ,https://www.shahandanchor.com/home/enquiry/
sakec.agent.update.link.919,"""Practice to Perfect"" schedule for Training Week 3 ",https://www.shahandanchor.com/home/practice-to-perfect-schedule-for-training-week-3/
sakec.agent.update.link.920,Admission FAQs ,https://www.shahandanchor.com/home/admission-faqs/
sakec.agent.update.link.921,Reach Us ,https://www.shahandanchor.com/home/reach-us/
sakec.agent.update.link.922,,https://www.shahandanchor.com/home/10665-2/
sakec.agent.update.link.923,MoU signed between ClinicSpectrum Inc (US based company) and SAKEC ,https://www.shahandanchor.com/home/mou-signed-between-clinicspectrum-inc-us-based-company-and-sakec/
sakec.agent.update.link.924,Project Launch of Creative FinservePvtLtd ,https://www.shahandanchor.com/home/project-launch-of-creative-finservepvt-ltd/
sakec.agent.update.link.925,Intellectual Property: File your rights on your own ,https://www.shahandanchor.com/home/intellectual-property-file-your-rights-on-your-own/
sakec.agent.update.link.926,"Online Certificate Course on ""Remote Sensing Applications in Agricultural Water Management"" ",https://www.shahandanchor.com/home/online-certificate-course-on-remote-sensing-applications-in-agricultural-water-management/
sakec.agent.update.link.927,Congratulation SAKEC - Star Certification Completion ,https://www.shahandanchor.com/home/congratulation-sakec-star-certification-completion/
sakec.agent.update.link.928,Ethical Hacking ,https://www.shahandanchor.com/home/ethical-hacking-6/
sakec.agent.update.link.929,Webinar on AICTE-Mitacs Inc Globalink Research Internship (GRI)- 2021 ,https://www.shahandanchor.com/home/webinar-on-aicte-mitacs-inc-globalink-research-internship-gri-2021/
sakec.agent.update.link.930,Online Admission for SE/TE/BE (2020-21) ,https://www.shahandanchor.com/home/online-admission-for-se-te-be-2020-21/
sakec.agent.update.link.931,Inter–Collegiate Motivational Song Competition on Anti Covid-19 ,https://www.shahandanchor.com/home/inter-collegiate-motivational-song-competition-on-anti-covid-19/
sakec.agent.update.link.932,List of Educational Scholarship Charitable Trust ,https://www.shahandanchor.com/home/educational-scholarships/
sakec.agent.update.link.933,Beta Testing Launch of CovidProtect ,https://www.shahandanchor.com/home/beta-testing-launch-of-covidprotect/
sakec.agent.update.link.934,"Online Certificate Course on ""Basics of Remote sensing Geographical information system & Global Navigation satellite System"" ",https://www.shahandanchor.com/home/online-certificate-course-on-basics-of-remote-sensing-geographical-information-system-global-navigation-satellite-system/
sakec.agent.update.link.935,"SAKEC join hands with Hawkeye MedTech, Inc(Columbia) ",https://www.shahandanchor.com/home/sakec-join-hands-with-hawkeye-medtech-inc-columbia/
sakec.agent.update.link.936,"Webinar on AICTE SCHOLARSHIP, FELLOWSHIP and TRAVEL SUPPORT for STUDENTS ",https://www.shahandanchor.com/home/webinar-on-aicte-scholarship-fellowship-and-travel-support-for-students/
sakec.agent.update.link.937,Logo Design for INOVENTIVE ADVISORY LLP ,https://www.shahandanchor.com/home/logo-design-for-inoventive-advisory-llp/
sakec.agent.update.link.938,Data Mining Cup 2020 ,https://www.shahandanchor.com/home/data-mining-cup-2020/
sakec.agent.update.link.939,SAKEC join hands with South Asia Marketing and Entertainment group (US) ,https://www.shahandanchor.com/home/sakec-join-hands-with-south-asia-marketing-and-entertainment-group-us/
sakec.agent.update.link.940,Phoenixverse e-sports ,https://www.shahandanchor.com/home/phoenixverse-e-sports-2/
sakec.agent.update.link.941,"Online Certificate Course on ""Demystifying 5G RF ASICs"" ",https://www.shahandanchor.com/home/online-certificate-course-on-demystifying-5g-rf-asics/
sakec.agent.update.link.942,Virtual Project Launch of Doctor's eMate ,https://www.shahandanchor.com/home/virtual-project-launch-of-doctors-emate/
sakec.agent.update.link.943,NEP competition ,https://www.shahandanchor.com/home/nep-competition-2/
sakec.agent.update.link.944,Exam Timetables (Sept/Oct-2020) ,https://www.shahandanchor.com/home/exam-timetables-sept-2020/
sakec.agent.update.link.945,Premiering After-movie of SAKEC Global Immersion: Europe ,https://www.shahandanchor.com/home/premier-of-sakec-global-immersion-europes-after-movie/
sakec.agent.update.link.946,"Online Certificate Course on ""Remote Sensing & Geographical Information System Applications"" ",https://www.shahandanchor.com/home/online-certificate-course-on-remote-sensing-geographical-information-system-applications/
sakec.agent.update.link.947,"Online Certificate Course on ""Basics of Geocomputation and Geoweb service"" ",https://www.shahandanchor.com/home/online-certificate-course-on-basics-of-geocomputation-and-geoweb-service/
sakec.agent.update.link.948,Sample Question Papers of Rev 2016 Scheme ,https://www.shahandanchor.com/home/sample-qpapers-r2016/
sakec.agent.update.link.949,LTI placed Batch 2020-21 ,https://www.shahandanchor.com/home/lti-placed-batch-20-21/
sakec.agent.update.link.950,Stavtar Placed- Batch 20-21 ,https://www.shahandanchor.com/home/stavtar-placed-batch-20-21/
sakec.agent.update.link.951,Sciative Solutions placed batch 20-21 ,https://www.shahandanchor.com/home/sciative-solutions-placed-batch-20-21/
sakec.agent.update.link.952,TCS Codevita placed students batch 20-21 ,https://www.shahandanchor.com/home/tcs-codevita-placed-students-batch-20-21/
sakec.agent.update.link.953,TCS Codevita placed students batch 20-21 ,https://www.shahandanchor.com/home/tcs-codevita-placed-students-batch-20-21-2/
sakec.agent.update.link.954,"Virtual Industrial Visit organized by *Techfest, IIT Bombay @ Thermax ",https://www.shahandanchor.com/home/virtual-industrial-visit-organized-by-techfest-iit-bombay-thermax/
sakec.agent.update.link.955,extra ,https://www.shahandanchor.com/home/extra-2/
sakec.agent.update.link.956,Registration for Engineering Admission-2020 Updates ,https://www.shahandanchor.com/home/registration-for-engineering-admission-2020-updates/
sakec.agent.update.link.957,Inviting Entries for SITARE - GYTI 2021 and SRISTI- GYTI 2021 ,https://www.shahandanchor.com/home/inviting-entries-for-sitare-gyti-2021-and-sristi-gyti-2021/
sakec.agent.update.link.958,Webinar on Preventive Vigilance ,https://www.shahandanchor.com/home/webinar-on-preventive-vigilance/
sakec.agent.update.link.959,"KT exam form for sem III, IV, V, & VI Choice/CBSGS ",https://www.shahandanchor.com/home/kt-exam-form-for-sem-iii-iv-v-vi-choice-cbsgs/
sakec.agent.update.link.960,National Design Challenge ,https://www.shahandanchor.com/home/national-design-challenge/
sakec.agent.update.link.961,"Online Certificate Course on ""Remote Sensing of Land Degradation"" ",https://www.shahandanchor.com/home/online-certificate-course-on-remote-sensing-of-land-degradation/
sakec.agent.update.link.962,Essay Writing Competition ,https://www.shahandanchor.com/home/essay-writing-competition/
sakec.agent.update.link.963,Drug Discovery Hackathon 2020 ,https://www.shahandanchor.com/home/12400-2/
sakec.agent.update.link.964,DIC_TOY_DESIGN Competition ,https://www.shahandanchor.com/home/dic_toy_design-competition/
sakec.agent.update.link.965,Notice for KT exam Semester - III to VI May 2020 ,https://www.shahandanchor.com/home/notice-for-kt-exam-semester-iii-to-vi-may-2020/
sakec.agent.update.link.966,Eligibility to appear for Backlog exams ,https://www.shahandanchor.com/home/eligibility-to-appear-for-backlog-exams/
sakec.agent.update.link.967,"AICTE-ISTE Sponsored Refresher program on ""Developing Secure IoT Applications"" ",https://www.shahandanchor.com/home/developing-secure-iot-applications/
sakec.agent.update.link.968,General Instructions for students appearing for KT Examination from 2nd December 2020 ,https://www.shahandanchor.com/home/general-instructions-for-students-appearing-for-kt-examination-from-2nd-december-2020/
sakec.agent.update.link.969,TCS Ethical Hacking Contest ,https://www.shahandanchor.com/home/12536-2/
sakec.agent.update.link.970,KT Exam Timetables (December-2020) ,https://www.shahandanchor.com/home/exam-timetables-december-2020/
sakec.agent.update.link.971,Sample Question Papers of C Scheme(R2019) (Dec-2020 Exam) ,https://www.shahandanchor.com/home/sample-question-papers-of-c-schemer2019-dec-2020-exam/
sakec.agent.update.link.972,Sample Question Papers of Rev 2012 Scheme (Dec-2020 Exam) ,https://www.shahandanchor.com/home/sample-question-papers-of-rev-2012-scheme-dec-2020-exam/
sakec.agent.update.link.973,Sample Question Papers of Rev 2016 Scheme (Dec-2020 Exam) ,https://www.shahandanchor.com/home/sample-question-papers-of-rev-2016-scheme-dec-2020-exam/
sakec.agent.update.link.974,Sample Question Papers for Dec-2020 Exam ,https://www.shahandanchor.com/home/sample-question-papers-for-december-2020-exam/
sakec.agent.update.link.975,Sample Question Papers of Rev 2012 Scheme ,https://www.shahandanchor.com/home/sample-qpapers-r2012/
sakec.agent.update.link.976,Training & Placement Cell ,https://www.shahandanchor.com/home/training-placement-cell/
sakec.agent.update.link.977,Career Guidance Session ,https://www.shahandanchor.com/home/career-guidance-session-2/
sakec.agent.update.link.978,National Innovation and Startup Policy (NISP) ,https://www.shahandanchor.com/home/national-innovation-and-startup-policy-nisp/
sakec.agent.update.link.979,Notice for Unsuccessful Candidate of BE Sem VIII ,https://www.shahandanchor.com/home/notice-for-unsuccessful-candidate-of-be-sem-viii/
sakec.agent.update.link.980,General Instructions for students ,https://www.shahandanchor.com/home/general-instructions-for-students/
sakec.agent.update.link.981,Question Paper Format ,https://www.shahandanchor.com/home/question-paper-format/
sakec.agent.update.link.982,"Timetable for December 2020 Choice Semester IV, VI & VIII ",https://www.shahandanchor.com/home/timetable-for-december-2020-choice-semester-iv-vi/
sakec.agent.update.link.983,Newton School Coding challenge 2020 ,https://www.shahandanchor.com/home/newton-school-coding-challenge-2020/
sakec.agent.update.link.984,Gearing UP for the JOBS of Tomorrow ,https://www.shahandanchor.com/home/gearing-up-for-the-jobs-of-tomorrow/
sakec.agent.update.link.985,SAMPARKA ,https://www.shahandanchor.com/home/samparka-2/
sakec.agent.update.link.986,SAKEC - Star Certification Online Teaching ,https://www.shahandanchor.com/home/sakec-star-certification-online-teaching/
sakec.agent.update.link.987,Free Webinar on Star Ethical Hacking Expert ,https://www.shahandanchor.com/home/free-webinar-on-star-ethical-hacking-expert/
sakec.agent.update.link.988,Placement Event 2019-20 ,https://www.shahandanchor.com/home/placement-event-2019-20/
sakec.agent.update.link.989,"Documents Required for Admissions to Engineering, Pharmacy, Agriculture, Fisheries and Dairy Technology Courses ",https://www.shahandanchor.com/home/documents-required-for-admissions-to-engineering-pharmacy-agriculture-fisheries-and-dairy-technology-courses/
sakec.agent.update.link.990,Reliance Jio CRP 2019-20 (Virtual Drive) ,https://www.shahandanchor.com/home/reliance-jio-crp-2019-20-virtual-drive/
sakec.agent.update.link.991,SpaceX Maiden Astronaut Flight ,https://www.shahandanchor.com/home/spacex-maiden-astronaut-flight/
sakec.agent.update.link.992,Scilab Toolbox Hackathon ,https://www.shahandanchor.com/home/scilab-toolbox-hackathon/
sakec.agent.update.link.993,"Timetable for December 2020 CBGS Semester IV, VI & VIII ",https://www.shahandanchor.com/home/timetable-for-december-2020-cbgs-semester-iv-vi/
sakec.agent.update.link.994,Hands-on Workshop on Python ,https://www.shahandanchor.com/home/hands-on-workshop-on-python/
sakec.agent.update.link.995,Exam Timetables (December-2020) Commencing from 7th January 2021 ,https://www.shahandanchor.com/home/exam-timetables-december-2020-2/
sakec.agent.update.link.996,India Australia Circular Economy Hackathon (I-ACE) ,https://www.shahandanchor.com/home/india-australia-circular-economy-hackathon-i-ace/
sakec.agent.update.link.997,Cognizant placed students ,https://www.shahandanchor.com/home/cognizant-placed-students/
sakec.agent.update.link.998,Agri India Hackathon ,https://www.shahandanchor.com/home/agri-india-hackathon/
sakec.agent.update.link.999,"Online Certificate Course on ""Advances in SAR- Polarimetry and interferometry"" ",https://www.shahandanchor.com/home/online-certificate-course-on-advances-in-sar-polarimetry-and-interferometry/
sakec.agent.update.link.1000,"73rd Online Certificate Course on ""Overview of Geo-processing using Python"" ",https://www.shahandanchor.com/home/73rd-online-certificate-course-on-overview-of-geo-processing-using-python/
sakec.agent.update.link.1001,"One Day workshop on ""Space Technology & its Applications"" January 11th, 2021 ",https://www.shahandanchor.com/home/one-day-workshop-on-space-technology-its-applications-january-11th-2021/
sakec.agent.update.link.1002,Sample Question Papers for Dec-2020 Exam ,https://www.shahandanchor.com/home/sample-question-papers-for-dec-2020-exam/
sakec.agent.update.link.1003,College Development Committee (CDC) ,https://www.shahandanchor.com/home/local-management/
sakec.agent.update.link.1004,Minority Committee ,https://www.shahandanchor.com/home/minority-committee/
sakec.agent.update.link.1005,Toycathon 2021 ,https://www.shahandanchor.com/home/toycathon-2021/
sakec.agent.update.link.1006,NSS Blood Donation Camp ,https://www.shahandanchor.com/home/nss-blood-donation-camp/
sakec.agent.update.link.1007,Online Programming Quiz “SMART HACKS– 2020-21” ,https://www.shahandanchor.com/home/online-programming-quiz-smart-hacks-2020-21/
sakec.agent.update.link.1008,How to Deal with Social Pressure? ,https://www.shahandanchor.com/home/how-to-deal-with-social-pressure/
sakec.agent.update.link.1009,IEI-BLC FCRIT Excellence Awards 2021 ,https://www.shahandanchor.com/home/iei-blc-fcrit-excellence-awards-2021/
sakec.agent.update.link.1010,Tata Crucible Hackathon ,https://www.shahandanchor.com/home/tata-crucible-hackathon/
sakec.agent.update.link.1011,Intellectual Property Rights for All ,https://www.shahandanchor.com/home/intellectual-property-rights-for-all/
sakec.agent.update.link.1012,Full Stack Web Development with Python ,https://www.shahandanchor.com/home/full-stack-web-development-with-python/
sakec.agent.update.link.1013,IOT using Raspberry Pi ,https://www.shahandanchor.com/home/iot-using-raspberry-pi/
sakec.agent.update.link.1014,"74th Online Certificate Course on ""Satellite based Navigation: A Journey from GPS to Mobile Phone Platform"" ",https://www.shahandanchor.com/home/74th-online-certificate-course-on-satellite-based-navigation-a-journey-from-gps-to-mobile-phone-platform/
sakec.agent.update.link.1015,Academic Calendar (FH-2021) ,https://www.shahandanchor.com/home/academic-calendar/
sakec.agent.update.link.1016,SAKEC SAMBODHI ,https://www.shahandanchor.com/home/sakec-sambodhi/
sakec.agent.update.link.1017,SAKEC-ACM Vikhyat 20 ,https://www.shahandanchor.com/home/sakec-acm-vikhyat-2-0/
sakec.agent.update.link.1018,SAKEC-ACM Vikhyat 10 ,https://www.shahandanchor.com/home/sakec-acm-vikhyat-1-0/
sakec.agent.update.link.1019,National Institutional Ranking Framework(NIRF) ,https://www.shahandanchor.com/home/national-institutional-ranking-frameworknirf/
sakec.agent.update.link.1020,National Board of Accreditation ,https://www.shahandanchor.com/home/national-board-of-accreditation/
sakec.agent.update.link.1021,Become Winning Women ,https://www.shahandanchor.com/home/become-winning-women/
sakec.agent.update.link.1022,Congratulations to all the teams qualified in the first round of MHRD's Innovations Cells's National Innovation Contest 2020 ,https://www.shahandanchor.com/home/nic-2020-winners/
sakec.agent.update.link.1023,GATE Preparation - Mantra for success in GATE 2021 ,https://www.shahandanchor.com/home/gate-preparation-mantra-for-success-in-gate-2021/
sakec.agent.update.link.1024,NSS SAKEC ORGANIZING WEBINAR ON ROAD SAFETY ,https://www.shahandanchor.com/home/nss-sakec-organizing-webinar-on-road-safety/
sakec.agent.update.link.1025,TiE GLOBAL BUSINESS HACKATHON 2021 ,https://www.shahandanchor.com/home/tie-global-business-hackathon-2021/
sakec.agent.update.link.1026,Announcements and Notices ,https://www.shahandanchor.com/home/announcements-and-notices/
sakec.agent.update.link.1027,LinkedIn & Profile Building Workshop ,https://www.shahandanchor.com/home/linkedin-profile-building-workshop-2/
sakec.agent.update.link.1028,Mission Compassion 2021 ,https://www.shahandanchor.com/home/mission-compassion-2021/
sakec.agent.update.link.1029,STUDENT COUNCIL ,https://www.shahandanchor.com/home/student-council/
sakec.agent.update.link.1030,Communication System Using MATLAB & Simulink ,https://www.shahandanchor.com/home/communication-system-using-matlab-simulink/
sakec.agent.update.link.1031,"Aegis Graham Bell Award National Talent Hunt for Data Science, AI & Cyber Security ",https://www.shahandanchor.com/home/aegis-graham-bell-award-national-talent-hunt-for-data-science-ai-cyber-security/
sakec.agent.update.link.1032,Congratulates to Mr Srikanth Kodeboyina ,https://www.shahandanchor.com/home/congratulation-to-mr-srikanth-kodeboyina/
sakec.agent.update.link.1033,Enroll for your Start Up 2020-21 ,https://www.shahandanchor.com/home/enroll-for-your-start-up-2020-21/
sakec.agent.update.link.1034,SAKEC team code4c@use bags 2nd prize at Smart India Hackathon (SIH) 2020 ,https://www.shahandanchor.com/home/sakec-team-code4cuse-bags-2nd-prize-at-smart-india-hackathon-sih-2020/
sakec.agent.update.link.1035,Another Round of Applause for code4c@use ,https://www.shahandanchor.com/home/another-round-of-applause-for-code4cuse/
sakec.agent.update.link.1036,"Online Certificate Course on ""Global Navigation Satellite Systems"" ",https://www.shahandanchor.com/home/online-certificate-course-on-global-navigation-satellite-systems/
sakec.agent.update.link.1037,Product Launch & Congratulations to Zero Hunger Team for your multiple achievements ,https://www.shahandanchor.com/home/product-launch-congratulating-to-zero-hunger-team/
sakec.agent.update.link.1038,"Online Certificate Course on ""Geographical Information System"" ",https://www.shahandanchor.com/home/online-certificate-course-on-geographical-information-system/
sakec.agent.update.link.1039,"Online Certificate Course on ""Understanding of Coastal Ocean Processes using Remote Sensing and Numerical Modelling"" ",https://www.shahandanchor.com/home/online-certificate-course-on-understanding-of-coastal-ocean-processes-using-remote-sensing-and-numerical-modelling/
sakec.agent.update.link.1040,Drug Discovery Hackathon 2020 (DDH2020) ,https://www.shahandanchor.com/home/drug-discovery-hackathon-2020-ddh2020/
sakec.agent.update.link.1041,SAKEC Congratulates Students Placed in STREAM Edutech Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-stream-edutech-pvt-ltd/
sakec.agent.update.link.1042,"Online Certificate Course on ""Digital tools for Writing, Authoring and Reviewing Manuscripts"" ",https://www.shahandanchor.com/home/online-certificate-course-on-digital-tools-for-writing-authoring-and-reviewing-manuscripts/
sakec.agent.update.link.1043,"Online Certificate Course on ""Cyber Security"" ",https://www.shahandanchor.com/home/online-certificate-course-on-cyber-security/
sakec.agent.update.link.1044,"Online Certificate Course on ""Python Programming"" ",https://www.shahandanchor.com/home/online-certificate-course-on-python-programming/
sakec.agent.update.link.1045,Dissemination of SAKEC Intellectual Property Right Cell (20-21) ,https://www.shahandanchor.com/home/dissemination-of-sakec-intellectual-property-right-cell-20-21/
sakec.agent.update.link.1046,Downloads ,https://www.shahandanchor.com/home/downloads/
sakec.agent.update.link.1047,Exam Schedule for 2019-20 Batch ,https://www.shahandanchor.com/home/exam-schedule-for-2019-20-batch/
sakec.agent.update.link.1048,SAKEC Congratulates Students Placed in Byju's Think and Learn Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-byjus-think-and-learn-pvt-ltd/
sakec.agent.update.link.1049,"Virtual Training Series- *Practice to Perfect* - *""STUDIES ABROAD SERIES""* ",https://www.shahandanchor.com/home/virtual-training-series-practice-to-perfect-studies-abroad-series/
sakec.agent.update.link.1050,Capgemini placed batch 2020-21 ,https://www.shahandanchor.com/home/capgemini-placed-batch-20-21/
sakec.agent.update.link.1051,Sample Question Papers for Sept-2020 Exam ,https://www.shahandanchor.com/home/sample-question-papers-for-sept-2020-exam/
sakec.agent.update.link.1052,Teaching and Learning (T-L) Centre ,https://www.shahandanchor.com/home/tlc/
sakec.agent.update.link.1053,"One Day workshop on ""Satellite altimetry for River Monitoring"" March 17th, 2021 ",https://www.shahandanchor.com/home/one-day-workshop-on-satellite-altimetry-for-river-monitoring-march-17th-2021/
sakec.agent.update.link.1054,Projects using Raspberry Pi for Beginners ,https://www.shahandanchor.com/home/projects-using-raspberry-pi-for-beginners/
sakec.agent.update.link.1055,Entrepreneurship cell ( E- Cell ) ,https://www.shahandanchor.com/home/entrepreneurship-cell-e-cell/
sakec.agent.update.link.1056,Scholarships ,https://www.shahandanchor.com/home/scholarships/
sakec.agent.update.link.1057,ACM SAKEC ,https://www.shahandanchor.com/home/acm-sakec/
sakec.agent.update.link.1058,Resume writing Skills ,https://www.shahandanchor.com/home/resume-writing-skills/
sakec.agent.update.link.1059,A guidance session on the Cracking Civil Services Examination ,https://www.shahandanchor.com/home/a-guidance-session-on-the-cracking-civil-services-examination/
sakec.agent.update.link.1060,"75th IIRS online Certificate Course on ""Geoinformatics for Disaster Management"" ",https://www.shahandanchor.com/home/75th-iirs-online-certificate-course-on-geoinformatics-for-disaster-management/
sakec.agent.update.link.1061,#FITSAKECMOVEMENT ,https://www.shahandanchor.com/home/fitsakecmovement/
sakec.agent.update.link.1062,Semiconductor Integrated Circuits Layout Design(SICLD):An Intellectual Property Protection in Indian Regime ,https://www.shahandanchor.com/home/an-intellectual-property-protection-in-indian-regime/
sakec.agent.update.link.1063,IEEE SAKEC ,https://www.shahandanchor.com/home/ieee-sakec-2/
sakec.agent.update.link.1064,ISTE SAKEC ,https://www.shahandanchor.com/home/iste-sakec/
sakec.agent.update.link.1065,Prospectus 2020 ,https://www.shahandanchor.com/home/prospectus-2020/
sakec.agent.update.link.1066,Webinar on CYBER SECURITY on the occasion of International Women's Day ,https://www.shahandanchor.com/home/webinar-on-cyber-security-on-the-occasion-of-international-womens-day/
sakec.agent.update.link.1067,Entrepreneurship - A better Career Option ,https://www.shahandanchor.com/home/entrepreneurship-a-better-career-option/
sakec.agent.update.link.1068,Smart India Hackathon ,https://www.shahandanchor.com/home/smart-india-hackathon/
sakec.agent.update.link.1069,Gallery ,https://www.shahandanchor.com/home/gallery/
sakec.agent.update.link.1070,AWS DeepRacer Women’s League – India 2021 ,https://www.shahandanchor.com/home/aws-deepracer-womens-league-india-2021/
sakec.agent.update.link.1071,Webinar on Importance of Diet and Exercise ,https://www.shahandanchor.com/home/webinar-on-importance-of-diet-and-exercise/
sakec.agent.update.link.1072,Patent-Idea to Filing ,https://www.shahandanchor.com/home/patent-idea-to-filing/
sakec.agent.update.link.1073,"76th IIRS online Certificate Course on ""GIS for Supply chain Management"" ",https://www.shahandanchor.com/home/76th-iirs-online-certificate-course-on-gis-for-supply-chain-management/
sakec.agent.update.link.1074,Grievance Redressal Committee ,https://www.shahandanchor.com/home/grievance-redress-section/
sakec.agent.update.link.1075,Anti Ragging ,https://www.shahandanchor.com/home/anti-ragging/
sakec.agent.update.link.1076,Overseas Education Information Series ,https://www.shahandanchor.com/home/overseas-education-information-series/
sakec.agent.update.link.1077,Course Outcome ,https://www.shahandanchor.com/home/course-outcome/
sakec.agent.update.link.1078,A look into Industrial Design Protection ,https://www.shahandanchor.com/home/a-look-into-industrial-design-protection/
sakec.agent.update.link.1079,Placement at a Glance ,https://www.shahandanchor.com/home/placement-at-a-glance-2/
sakec.agent.update.link.1080,CODEARRAY TECHNOLOGIES placed students ,https://www.shahandanchor.com/home/codearray-technologies-placed-students/
sakec.agent.update.link.1081,Speakers Club ,https://www.shahandanchor.com/home/speakers-club/
sakec.agent.update.link.1082,Direct Second Year Result Gazette ,https://www.shahandanchor.com/home/direct-second-year-result-gazette/
sakec.agent.update.link.1083,IETE SAKEC ,https://www.shahandanchor.com/home/iete-sakec/
sakec.agent.update.link.1084,JUNE 2021 Exam Timetables ,https://www.shahandanchor.com/home/june-2021-exam-timetables/
sakec.agent.update.link.1085,SAKEC Robo Club ,https://www.shahandanchor.com/home/sakec-robo-club/
sakec.agent.update.link.1086,Road Towards MS in USA ,https://www.shahandanchor.com/home/road-towards-ms-in-usa/
sakec.agent.update.link.1087,Annual Report ,https://www.shahandanchor.com/home/annual-report/
sakec.agent.update.link.1088,SAMBODHI- SAKEC WRITERS' CELL SUBMISSION PAGE ,https://www.shahandanchor.com/home/sambodhi-sakec-writers-cell-submission-page/
sakec.agent.update.link.1089,"One Day workshop on ""Earth Observation Based Mapping, Monitoring and Modelling of Landslide : Recent trends and support to early warning system"" April 21th, 2021 ",https://www.shahandanchor.com/home/one-day-workshop-on-earth-observation-based-mapping-monitoring-and-modelling-of-landslide-recent-trends-and-support-to-early-warning-system-april-21th-2021/
sakec.agent.update.link.1090,Webinar Series on Image Restoration and Processing of Optical Data ,https://www.shahandanchor.com/home/webinar-series-on-image-restoration-and-processing-of-optical-data-2/
sakec.agent.update.link.1091,Internal Quality Assurance Cell - IQAC ,https://www.shahandanchor.com/home/internal-quality-assurance-cell-iqac/
sakec.agent.update.link.1092,Develop Recommendation Engine Using Python: Understand techniques and algorithms ,https://www.shahandanchor.com/home/develop-recommendation-engine-using-python-understand-techniques-and-algorithms/
sakec.agent.update.link.1093,Internal Complaints Committee (ICC) ,https://www.shahandanchor.com/home/internal-complaints-committee-icc-2/
sakec.agent.update.link.1094,"IIT Bombay, e-Yantra: Online Crash Course in Embedded Systems and Robotics ",https://www.shahandanchor.com/home/iit-bombay-e-yantra-online-crash-course-in-embedded-systems-and-robotics/
sakec.agent.update.link.1095,Placement Orientation ,https://www.shahandanchor.com/home/placement-orientation/
sakec.agent.update.link.1096,KPIT Sparkle 2019 - an annual innovation contest ,https://www.shahandanchor.com/home/kpit-sparkle-2019-an-annual-innovation-contest/
sakec.agent.update.link.1097,Periodicals - 2018 ,https://www.shahandanchor.com/home/periodicals-2018-2/
sakec.agent.update.link.1098,Supporting Staff ,https://www.shahandanchor.com/home/supporting-staff/
sakec.agent.update.link.1099,E-Library ,https://www.shahandanchor.com/home/e-library/
sakec.agent.update.link.1100,Home ,https://www.shahandanchor.com/home/home/
sakec.agent.update.link.1101,Contact Us ,https://www.shahandanchor.com/home/contact-us/
sakec.agent.update.link.1102,ISTE postgraduation studies ,https://www.shahandanchor.com/home/iste-postgraduation-studies/
sakec.agent.update.link.1103,Tips on Interview Skills ,https://www.shahandanchor.com/home/tips-on-interview-skills/
sakec.agent.update.link.1104,First Year Engineering Admission Notification 2018 - 19 ,https://www.shahandanchor.com/home/admission-notification-2018-19/
sakec.agent.update.link.1105,Vice-Principal’s Desk ,https://www.shahandanchor.com/home/vice-principals-desk/
sakec.agent.update.link.1106,Chairman’s Desk ,https://www.shahandanchor.com/home/chairmans-desk/
sakec.agent.update.link.1107,List of Eligible Students FOR BE (ACADEMIC YEAR 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students/
sakec.agent.update.link.1108,Instructions for Railway Concession Pass ,https://www.shahandanchor.com/home/instruction-railway-concession-pass/
sakec.agent.update.link.1109,FE Time Table 2017-18 ,https://www.shahandanchor.com/home/fe-time-table-2017-18/
sakec.agent.update.link.1110,List of Eligible Students TE (Academic Year 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-t-e-academic-year-2017-18/
sakec.agent.update.link.1111,List of Eligible Students SE(2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-s-e-2017-18/
sakec.agent.update.link.1112,Ethical hacking and Digital Forensic ,https://www.shahandanchor.com/home/ethical-hacking-digital-forensic/
sakec.agent.update.link.1113,Our Recruiters ,https://www.shahandanchor.com/home/our-recruiters/
